Línea seleccionada,Documento medición,Punto de medida,Fecha,Hora medición,ValMed/Val.total cont.,UnidadCaracterística,Creado por,Posición de medida,Diferencia val. cont.,Equipo,Texto,Texto
,129734422,119649,10/12/2022,02:44:02 p. m.,9609,h,HMONTOYANN,TIEMPO,30,16008781,CR4930 CAMION REVOLVEDOR,
,129734416,119947,10/12/2022,02:44:42 p. m.,72195,l,LANDRADEA,CONSUMO_OPH,280,16008835,CR4962 CAMION REVOLVEDOR,
,129734417,119949,10/12/2022,02:44:42 p. m.,9099,h,LANDRADEA,TIEMPO,31,16008835,CR4962 CAMION REVOLVEDOR,
,129734398,111512,10/12/2022,02:45:02 p. m.,149289,l,VNRUIZ,CONSUMO_OPH,185,16007130,CR4273 CAMION REVOLVEDOR,
,129734399,111514,10/12/2022,02:45:02 p. m.,17002,h,VNRUIZ,TIEMPO,22,16007130,CR4273 CAMION REVOLVEDOR,
,129831044,128044,10/12/2022,02:45:21 p. m.,3300,h,JSRAMIREZP,HORAS OPERADAS GPS,55,16010550,CR5478 CAMION REVOLVEDOR,
,129734257,52914,10/12/2022,02:47:08 p. m.,191178,l,FEDERICOHLUZ,CONSUMO_OPH,225,16001625,CR3458 CAMION REVOLVEDOR,
,129734258,106435,10/12/2022,02:47:08 p. m.,28704,h,FEDERICOHLUZ,TIEMPO,29,16001625,CR3458 CAMION REVOLVEDOR,
,129734434,120196,10/12/2022,02:47:51 p. m.,84930,l,LANDRADEA,CONSUMO_OPH,275,16008918,CR5060 CAMION REVOLVEDOR,
,129734435,120198,10/12/2022,02:47:51 p. m.,12000,h,LANDRADEA,TIEMPO,20,16008918,CR5060 CAMION REVOLVEDOR,
,129734436,120196,10/12/2022,02:48:51 p. m.,85107,l,LANDRADEA,CONSUMO_OPH,177,16008918,CR5060 CAMION REVOLVEDOR,
,129734437,120198,10/12/2022,02:48:51 p. m.,12020,h,LANDRADEA,TIEMPO,20,16008918,CR5060 CAMION REVOLVEDOR,
,129734341,128714,10/12/2022,02:50:16 p. m.,13666,l,IEMARQUEZ,CONSUMO_OPH,120,9000578,CF9386 CARGADOR FRONTAL,
,129734342,128715,10/12/2022,02:50:16 p. m.,1909,h,IEMARQUEZ,TIEMPO,19,9000578,CF9386 CARGADOR FRONTAL,
,129734438,120238,10/12/2022,02:50:33 p. m.,79101,l,LANDRADEA,CONSUMO_OPH,233,16008932,CR5074 CAMION REVOLVEDOR,
,129734439,120240,10/12/2022,02:50:33 p. m.,11370,h,LANDRADEA,TIEMPO,28,16008932,CR5074 CAMION REVOLVEDOR,
,129734343,51406,10/12/2022,02:50:47 p. m.,227821,l,IEMARQUEZ,CONSUMO_OPH,215,16000932,CR3551 CAMION REVOLVEDOR,
,129734344,107027,10/12/2022,02:50:47 p. m.,33640,h,IEMARQUEZ,TIEMPO,12,16000932,CR3551 CAMION REVOLVEDOR,
,129734345,111479,10/12/2022,02:51:16 p. m.,124368,l,IEMARQUEZ,CONSUMO_OPH,215,16007119,CR4262 CAMION REVOLVEDOR,
,129734346,111481,10/12/2022,02:51:16 p. m.,15519,h,IEMARQUEZ,TIEMPO,26,16007119,CR4262 CAMION REVOLVEDOR,
,129734450,120256,10/12/2022,02:51:16 p. m.,78631,l,LANDRADEA,CONSUMO_OPH,210,16008938,CR5080 CAMION REVOLVEDOR,
,129734451,120258,10/12/2022,02:51:16 p. m.,10981,h,LANDRADEA,TIEMPO,33,16008938,CR5080 CAMION REVOLVEDOR,
,129734452,120256,10/12/2022,02:51:43 p. m.,78791,l,LANDRADEA,CONSUMO_OPH,160,16008938,CR5080 CAMION REVOLVEDOR,
,129734453,120258,10/12/2022,02:51:43 p. m.,11004,h,LANDRADEA,TIEMPO,23,16008938,CR5080 CAMION REVOLVEDOR,
,129734347,52957,10/12/2022,02:51:50 p. m.,217750,l,IEMARQUEZ,CONSUMO_OPH,228,16001668,CR3781 CAMION REVOLVEDOR,
,129734348,106048,10/12/2022,02:51:50 p. m.,31998,h,IEMARQUEZ,TIEMPO,26,16001668,CR3781 CAMION REVOLVEDOR,
,129734454,120256,10/12/2022,02:52:12 p. m.,79021,l,LANDRADEA,CONSUMO_OPH,230,16008938,CR5080 CAMION REVOLVEDOR,
,129734455,120258,10/12/2022,02:52:12 p. m.,11039,h,LANDRADEA,TIEMPO,35,16008938,CR5080 CAMION REVOLVEDOR,
,129734349,94391,10/12/2022,02:52:27 p. m.,189104,l,IEMARQUEZ,CONSUMO_OPH,120,11008200,CR1693 CAMION REVOLVEDOR,
,129734480,105104,10/12/2022,02:52:27 p. m.,20531,h,IEMARQUEZ,TIEMPO,13,11008200,CR4201 CAMION REVOLVEDOR,
,129734456,120298,10/12/2022,02:53:01 p. m.,76386,l,LANDRADEA,CONSUMO_OPH,223,16008952,CR5094 CAMION REVOLVEDOR,
,129734457,120300,10/12/2022,02:53:01 p. m.,10655,h,LANDRADEA,TIEMPO,16,16008952,CR5094 CAMION REVOLVEDOR,
,129734143,122095,10/12/2022,02:53:21 p. m.,48520,l,ROLGUINS,CONSUMO_OPH,248,16009202,CR5164 CAMION REVOLVEDOR,
,129734144,122097,10/12/2022,02:53:21 p. m.,6554,h,ROLGUINS,TIEMPO,37,16009202,CR5164 CAMION REVOLVEDOR,
,129734481,52466,10/12/2022,02:53:24 p. m.,252988,l,IEMARQUEZ,CONSUMO_OPH,235,16001454,CR3402 CAMION REVOLVEDOR,
,129734482,107035,10/12/2022,02:53:24 p. m.,36924,h,IEMARQUEZ,TIEMPO,10,16001454,CR3402 CAMION REVOLVEDOR,
,129734145,121993,10/12/2022,02:53:50 p. m.,42130,l,ROLGUINS,CONSUMO_OPH,290,16009172,CR5134 CAMION REVOLVEDOR,
,129734146,121995,10/12/2022,02:53:50 p. m.,6088,h,ROLGUINS,TIEMPO,30,16009172,CR5134 CAMION REVOLVEDOR,
,129734147,112245,10/12/2022,02:54:24 p. m.,88125,l,ROLGUINS,CONSUMO_OPH,240,16007392,CR4334 CAMION REVOLVEDOR,
,129734148,112247,10/12/2022,02:54:24 p. m.,12223,h,ROLGUINS,TIEMPO,31,16007392,CR4334 CAMION REVOLVEDOR,
,129734149,112278,10/12/2022,02:54:54 p. m.,89605,l,ROLGUINS,CONSUMO_OPH,240,16007403,CR4345 CAMION REVOLVEDOR,
,129734500,112280,10/12/2022,02:54:54 p. m.,13030,h,ROLGUINS,TIEMPO,34,16007403,CR4345 CAMION REVOLVEDOR,
,129734501,112116,10/12/2022,02:55:19 p. m.,100983,l,ROLGUINS,CONSUMO_OPH,200,16007349,CR4291 CAMION REVOLVEDOR,
,129734502,112118,10/12/2022,02:55:19 p. m.,13220,h,ROLGUINS,TIEMPO,27,16007349,CR4291 CAMION REVOLVEDOR,
,129734458,120388,10/12/2022,02:55:27 p. m.,80344,l,LANDRADEA,CONSUMO_OPH,220,16008982,CR5124 CAMION REVOLVEDOR,
,129734459,120390,10/12/2022,02:55:27 p. m.,11325,h,LANDRADEA,TIEMPO,38,16008982,CR5124 CAMION REVOLVEDOR,
,129734503,112491,10/12/2022,02:55:43 p. m.,104667,l,ROLGUINS,CONSUMO_OPH,270,16007474,CR4416 CAMION REVOLVEDOR,
,129734504,112493,10/12/2022,02:55:43 p. m.,14316,h,ROLGUINS,TIEMPO,39,16007474,CR4416 CAMION REVOLVEDOR,
,129734510,120388,10/12/2022,02:55:56 p. m.,80544,l,LANDRADEA,CONSUMO_OPH,200,16008982,CR5124 CAMION REVOLVEDOR,
,129734511,120390,10/12/2022,02:55:56 p. m.,11361,h,LANDRADEA,TIEMPO,36,16008982,CR5124 CAMION REVOLVEDOR,
,129734505,115085,10/12/2022,02:56:11 p. m.,26520,l,ROLGUINS,CONSUMO_OPH,179,9000339,CF9283 CARGADOR FRONTAL,
,129734506,115086,10/12/2022,02:56:11 p. m.,8867,h,ROLGUINS,TIEMPO,23,9000339,CF9283 CARGADOR FRONTAL,
,129734507,112404,10/12/2022,02:56:34 p. m.,93694,l,ROLGUINS,CONSUMO_OPH,160,16007445,CR4387 CAMION REVOLVEDOR,
,129734508,112406,10/12/2022,02:56:34 p. m.,13821,h,ROLGUINS,TIEMPO,25,16007445,CR4387 CAMION REVOLVEDOR,
,129734512,127773,10/12/2022,02:56:42 p. m.,25455,l,LANDRADEA,CONSUMO_OPH,216,16010465,CR5468 CAMION REVOLVEDOR,
,129734513,127775,10/12/2022,02:56:42 p. m.,3902,h,LANDRADEA,TIEMPO,42,16010465,CR5468 CAMION REVOLVEDOR,
,129734514,127773,10/12/2022,02:57:18 p. m.,25695,l,LANDRADEA,CONSUMO_OPH,240,16010465,CR5468 CAMION REVOLVEDOR,
,129734515,127775,10/12/2022,02:57:18 p. m.,3938,h,LANDRADEA,TIEMPO,36,16010465,CR5468 CAMION REVOLVEDOR,
,129734545,54273,10/12/2022,02:58:43 p. m.,188194,l,FEDERICOHLUZ,CONSUMO_OPH,281,16002252,CR3868 CAMION REVOLVEDOR,
,129734546,106149,10/12/2022,02:58:43 p. m.,32790,h,FEDERICOHLUZ,TIEMPO,24.2,16002252,CR3868 CAMION REVOLVEDOR,
,129733996,110965,10/12/2022,03:00:37 p. m.,16468,l,COCHOAM,CONSUMO_OPH,150,9000248,CF9251,
,129733997,110966,10/12/2022,03:00:37 p. m.,9726.5,h,COCHOAM,TIEMPO,17,9000248,CF9251,
,129733998,122967,10/12/2022,03:02:05 p. m.,18472,l,COCHOAM,CONSUMO_OPH,118,9000511,CF9373 CARGADOR FRONTAL,
,129733999,122968,10/12/2022,03:02:05 p. m.,3277,h,COCHOAM,TIEMPO,9,9000511,CF9373 CARGADOR FRONTAL,
,129734478,122068,10/12/2022,03:02:29 p. m.,38511,l,HCASIANO,CONSUMO_OPH,186,16009194,CR5156 CAMION REVOLVEDOR,
,129734479,122070,10/12/2022,03:02:29 p. m.,5212,h,HCASIANO,TIEMPO,22,16009194,CR5156 CAMION REVOLVEDOR,
,129734483,52917,10/12/2022,03:02:41 p. m.,235921,l,ALCRODRIGUEZ,CONSUMO_OPH,240,16001628,CR3518 CAMION REVOLVEDOR,
,129734484,106433,10/12/2022,03:02:41 p. m.,30317.5,h,ALCRODRIGUEZ,TIEMPO,38.5,16001628,CR3518 CAMION REVOLVEDOR,
,129734560,100825,10/12/2022,03:03:39 p. m.,19862,l,HCASIANO,CONSUMO_OPH,142,11008744,CF9189 CARGADOR FRONTAL,
,129734561,100826,10/12/2022,03:03:39 p. m.,8512,h,HCASIANO,TIEMPO,29,11008744,CF9189 CARGADOR FRONTAL,
,129734509,120082,10/12/2022,03:04:12 p. m.,64492,l,GMAGUILAR,CONSUMO_OPH,250,16008880,CR5022 CAMION REVOLVEDOR,
,129734570,120084,10/12/2022,03:04:12 p. m.,7293,h,GMAGUILAR,TIEMPO,23,16008880,CR5022 CAMION REVOLVEDOR,
,129734562,119145,10/12/2022,03:04:26 p. m.,17664,l,HCASIANO,CONSUMO_OPH,210,9000417,GN0228 GENERADORA,
,129734563,127716,10/12/2022,03:04:26 p. m.,14063,h,HCASIANO,TIEMPO,27,9000417,GN0228 GENERADORA,
,129734590,116728,10/12/2022,03:05:05 p. m.,82434,l,COCHOAM,CONSUMO_OPH,161,16008016,CR4558 CAMION REVOLVEDOR,
,129734591,116730,10/12/2022,03:05:05 p. m.,8665,h,COCHOAM,TIEMPO,5,16008016,CR4558 CAMION REVOLVEDOR,
,129734592,123472,10/12/2022,03:06:45 p. m.,35522,l,COCHOAM,CONSUMO_OPH,154,16009500,CR5376 CAMION REVOLVEDOR,
,129734593,123474,10/12/2022,03:06:45 p. m.,4788,h,COCHOAM,TIEMPO,17,16009500,CR5376 CAMION REVOLVEDOR,
,129734586,117931,10/12/2022,03:07:24 p. m.,76438,l,LANDRADEA,CONSUMO_OPH,220,16008376,CR4739 CAMION REVOLVEDOR,
,129734587,117933,10/12/2022,03:07:24 p. m.,10910,h,LANDRADEA,TIEMPO,37,16008376,CR4739 CAMION REVOLVEDOR,
,129734588,117931,10/12/2022,03:08:27 p. m.,76598,l,LANDRADEA,CONSUMO_OPH,160,16008376,CR4739 CAMION REVOLVEDOR,
,129734589,117933,10/12/2022,03:08:27 p. m.,10950,h,LANDRADEA,TIEMPO,40,16008376,CR4739 CAMION REVOLVEDOR,
,129734600,117931,10/12/2022,03:08:53 p. m.,76812,l,LANDRADEA,CONSUMO_OPH,214,16008376,CR4739 CAMION REVOLVEDOR,
,129734601,117933,10/12/2022,03:08:53 p. m.,10984,h,LANDRADEA,TIEMPO,34,16008376,CR4739 CAMION REVOLVEDOR,
,129734602,120196,10/12/2022,03:09:35 p. m.,85337,l,LANDRADEA,CONSUMO_OPH,230,16008918,CR5060 CAMION REVOLVEDOR,
,129734603,120198,10/12/2022,03:09:35 p. m.,12047,h,LANDRADEA,TIEMPO,27,16008918,CR5060 CAMION REVOLVEDOR,
,129734547,53498,10/12/2022,03:09:51 p. m.,155197,l,JAVILABRT,CONSUMO_OPH,271,16001922,CR3830 CAMION REVOLVEDOR,
,129734548,105858,10/12/2022,03:09:51 p. m.,29560,h,JAVILABRT,TIEMPO,43.6,16001922,CR3830 CAMION REVOLVEDOR,
,129734604,119635,10/12/2022,03:10:45 p. m.,84093,l,LANDRADEA,CONSUMO_OPH,180,16008777,CR4926 CAMION REVOLVEDOR,
,129734605,119637,10/12/2022,03:10:45 p. m.,10900,h,LANDRADEA,TIEMPO,32,16008777,CR4926 CAMION REVOLVEDOR,
,129734606,119635,10/12/2022,03:11:52 p. m.,84275,l,LANDRADEA,CONSUMO_OPH,182,16008777,CR4926 CAMION REVOLVEDOR,
,129734607,119637,10/12/2022,03:11:52 p. m.,10928,h,LANDRADEA,TIEMPO,28,16008777,CR4926 CAMION REVOLVEDOR,
,129734552,120707,10/12/2022,03:11:52 p. m.,24608,l,OPRESAS,CONSUMO_OPH,127,9000451,CF9341 CARGADOR FRONTAL,
,129734553,120708,10/12/2022,03:11:52 p. m.,6191,h,OPRESAS,TIEMPO,11,9000451,CF9341 CARGADOR FRONTAL,
,129734608,119980,10/12/2022,03:12:20 p. m.,77782,l,LANDRADEA,CONSUMO_OPH,250,16008846,CR4980 CAMION REVOLVEDOR,
,129734609,119982,10/12/2022,03:12:20 p. m.,10911,h,LANDRADEA,TIEMPO,37,16008846,CR4980 CAMION REVOLVEDOR,
,129734571,94409,10/12/2022,03:16:04 p. m.,208653,l,GESCOBEDON,CONSUMO_OPH,244,11008206,CR1721 CAMION REVOLVEDOR,
,129734572,105982,10/12/2022,03:16:04 p. m.,22776,h,GESCOBEDON,TIEMPO,24,11008206,CR4208 CAMION REVOLVEDOR,
,129734573,51390,10/12/2022,03:17:38 p. m.,166995,l,GESCOBEDON,CONSUMO_OPH,225,16000916,CR3465 CAMION REVOLVEDOR,
,129734574,106002,10/12/2022,03:17:38 p. m.,35529,h,GESCOBEDON,TIEMPO,22,16000916,CR3465 CAMION REVOLVEDOR,
,129734575,51389,10/12/2022,03:18:59 p. m.,142301,l,GESCOBEDON,CONSUMO_OPH,232,16000915,CR3457 CAMION REVOLVEDOR,
,129734576,106245,10/12/2022,03:18:59 p. m.,27228,h,GESCOBEDON,TIEMPO,23,16000915,CR3457 CAMION REVOLVEDOR,
,129734594,122155,10/12/2022,03:19:57 p. m.,37749,l,MCRUZMAR,CONSUMO_OPH,205,16009222,CR5184 CAMION REVOLVEDOR,
,129734595,122157,10/12/2022,03:19:57 p. m.,5546,h,MCRUZMAR,TIEMPO,36,16009222,CR5184 CAMION REVOLVEDOR,
,129734577,52008,10/12/2022,03:20:43 p. m.,207881,l,GESCOBEDON,CONSUMO_OPH,149,11002109,CR3037 CAMION REVOLVEDOR,
,129734578,106728,10/12/2022,03:20:43 p. m.,38386.1,h,GESCOBEDON,TIEMPO,14,11002109,CR3037 CAMION REVOLVEDOR,
,129734596,122125,10/12/2022,03:21:01 p. m.,41686,l,MCRUZMAR,CONSUMO_OPH,210,16009212,CR5174 CAMION REVOLVEDOR,
,129734597,122127,10/12/2022,03:21:01 p. m.,6464,h,MCRUZMAR,TIEMPO,29,16009212,CR5174 CAMION REVOLVEDOR,
,129734579,94407,10/12/2022,03:21:24 p. m.,200093,l,GESCOBEDON,CONSUMO_OPH,283,11008205,CR1721 CAMION REVOLVEDOR,
,129734620,105981,10/12/2022,03:21:24 p. m.,20446,h,GESCOBEDON,TIEMPO,28,11008205,CR4207 CAMION REVOLVEDOR,
,129734598,127837,10/12/2022,03:21:57 p. m.,21433,l,MCRUZMAR,CONSUMO_OPH,180,16010510,CR5447 CAMION REVOLVEDOR,
,129734599,127839,10/12/2022,03:21:57 p. m.,3094,h,MCRUZMAR,TIEMPO,24,16010510,CR5447 CAMION REVOLVEDOR,
,129734621,122829,10/12/2022,03:22:10 p. m.,19649,l,GESCOBEDON,CONSUMO_OPH,125,9000487,CF9344 CARGADOR FRONTAL,
,129734622,122830,10/12/2022,03:22:10 p. m.,3736,h,GESCOBEDON,TIEMPO,12,9000487,CF9344 CARGADOR FRONTAL,
,129734630,112401,10/12/2022,03:22:49 p. m.,113219,l,MCRUZMAR,CONSUMO_OPH,200,16007444,CR4386 CAMION REVOLVEDOR,
,129734631,112403,10/12/2022,03:22:49 p. m.,13935,h,MCRUZMAR,TIEMPO,30,16007444,CR4386 CAMION REVOLVEDOR,
,129734632,122167,10/12/2022,03:23:39 p. m.,40272,l,MCRUZMAR,CONSUMO_OPH,250,16009226,CR5188 CAMION REVOLVEDOR,
,129734633,122169,10/12/2022,03:23:39 p. m.,5902,h,MCRUZMAR,TIEMPO,44,16009226,CR5188 CAMION REVOLVEDOR,
,129734634,128724,10/12/2022,03:24:31 p. m.,11865,l,MCRUZMAR,CONSUMO_OPH,135,9000583,CF9391 CARGADOR FRONTAL,
,129734635,128725,10/12/2022,03:24:31 p. m.,1821,h,MCRUZMAR,TIEMPO,18,9000583,CF9391 CARGADOR FRONTAL,
,129734077,51334,10/12/2022,03:25:18 p. m.,211242,l,IAVALDES,CONSUMO_OPH,135,11001524,CR3125 CAMION REVOLVEDOR,
,129734078,105213,10/12/2022,03:25:18 p. m.,34635,h,IAVALDES,TIEMPO,20,11001524,CR3125 CAMION REVOLVEDOR,
,129734636,122014,10/12/2022,03:25:49 p. m.,48923,l,MCRUZMAR,CONSUMO_OPH,190,16009176,CR5138 CAMION REVOLVEDOR,
,129734637,122016,10/12/2022,03:25:49 p. m.,6744,h,MCRUZMAR,TIEMPO,30,16009176,CR5138 CAMION REVOLVEDOR,
,129734079,54073,10/12/2022,03:26:25 p. m.,210539,l,IAVALDES,CONSUMO_OPH,191,16002106,CR2808 CAMION REVOLVEDOR,
,129734650,105425,10/12/2022,03:26:25 p. m.,44196,h,IAVALDES,TIEMPO,10,16002106,CR2808 CAMION REVOLVEDOR,
,129734638,112539,10/12/2022,03:26:53 p. m.,103985,l,MCRUZMAR,CONSUMO_OPH,208,16007490,CR4432 CAMION REVOLVEDOR,
,129734639,112541,10/12/2022,03:26:53 p. m.,13790,h,MCRUZMAR,TIEMPO,23,16007490,CR4432 CAMION REVOLVEDOR,
,129734651,51340,10/12/2022,03:27:18 p. m.,176320,l,IAVALDES,CONSUMO_OPH,152,11001530,CR3135 CAMION REVOLVEDOR,
,129734652,105965,10/12/2022,03:27:18 p. m.,31796,h,IAVALDES,TIEMPO,18,11001530,CR3135 CAMION REVOLVEDOR,
,129734660,128091,10/12/2022,03:27:54 p. m.,19558,l,MCRUZMAR,CONSUMO_OPH,140,16010566,CR5494 CAMION REVOLVEDOR,
,129734661,128093,10/12/2022,03:27:54 p. m.,2770,h,MCRUZMAR,TIEMPO,24,16010566,CR5494 CAMION REVOLVEDOR,
,129734653,51442,10/12/2022,03:28:17 p. m.,182673,l,IAVALDES,CONSUMO_OPH,203,16000968,CR3672 CAMION REVOLVEDOR,
,129734654,106400,10/12/2022,03:28:17 p. m.,27848,h,IAVALDES,TIEMPO,25,16000968,CR3672 CAMION REVOLVEDOR,
,129734662,128724,10/12/2022,03:28:57 p. m.,11945,l,MCRUZMAR,CONSUMO_OPH,80,9000583,CF9391 CARGADOR FRONTAL,
,129734663,128725,10/12/2022,03:28:57 p. m.,1833,h,MCRUZMAR,TIEMPO,12,9000583,CF9391 CARGADOR FRONTAL,
,129734655,51399,10/12/2022,03:29:25 p. m.,225057,l,IAVALDES,CONSUMO_OPH,84,16000925,CR3477 CAMION REVOLVEDOR,
,129734656,106003,10/12/2022,03:29:25 p. m.,34347,h,IAVALDES,TIEMPO,11,16000925,CR3477 CAMION REVOLVEDOR,
,129734657,52925,10/12/2022,03:30:19 p. m.,219115,l,IAVALDES,CONSUMO_OPH,135,16001636,CR3586 CAMION REVOLVEDOR,
,129734658,107056,10/12/2022,03:30:19 p. m.,36117,h,IAVALDES,TIEMPO,13,16001636,CR3586 CAMION REVOLVEDOR,
,129734664,112140,10/12/2022,03:31:11 p. m.,116604,l,MCRUZMAR,CONSUMO_OPH,210,16007357,CR4299 CAMION REVOLVEDOR,
,129734665,112142,10/12/2022,03:31:11 p. m.,16481,h,MCRUZMAR,TIEMPO,30,16007357,CR4299 CAMION REVOLVEDOR,
,129734659,94147,10/12/2022,03:31:38 p. m.,188844,l,IAVALDES,CONSUMO_OPH,250,11008091,CR1721 CAMION REVOLVEDOR,
,129734670,105978,10/12/2022,03:31:38 p. m.,37394.1,h,IAVALDES,TIEMPO,24,11008091,CR4174 CAMION REVOLVEDOR,
,129734666,127837,10/12/2022,03:38:53 p. m.,21653,l,MCRUZMAR,CONSUMO_OPH,220,16010510,CR5447 CAMION REVOLVEDOR,
,129734667,127839,10/12/2022,03:38:53 p. m.,3122,h,MCRUZMAR,TIEMPO,28,16010510,CR5447 CAMION REVOLVEDOR,
,129734564,122897,10/12/2022,03:39:57 p. m.,25777,l,VNRUIZ,CONSUMO_OPH,118,9000495,CF9352 CARGADOR FRONTAL,
,129734565,122898,10/12/2022,03:39:57 p. m.,4460,h,VNRUIZ,TIEMPO,14,9000495,CF9352 CARGADOR FRONTAL,
,129734566,122899,10/12/2022,03:41:17 p. m.,23721,l,VNRUIZ,CONSUMO_OPH,55,9000496,CF9353 CARGADOR FRONTAL,
,129734567,122900,10/12/2022,03:41:17 p. m.,7104,h,VNRUIZ,TIEMPO,7,9000496,CF9353 CARGADOR FRONTAL,
,129733893,118789,10/12/2022,03:41:24 p. m.,51128,l,JRCRUZMRT,CONSUMO_OPH,190,9000411,GN0224 GENERADORA,
,129733894,127696,10/12/2022,03:41:24 p. m.,13488,h,JRCRUZMRT,TIEMPO,22,9000411,GN0224 GENERADORA,
,129734680,120256,10/12/2022,03:48:17 p. m.,79171,l,LANDRADEA,CONSUMO_OPH,150,16008938,CR5080 CAMION REVOLVEDOR,
,129734681,120258,10/12/2022,03:48:17 p. m.,11061,h,LANDRADEA,TIEMPO,22,16008938,CR5080 CAMION REVOLVEDOR,
,129734668,112113,10/12/2022,04:59:14 p. m.,95535,l,NHERNANDZD,CONSUMO_OPH,243,16007348,CR4290 CAMION REVOLVEDOR,
,129734669,112115,10/12/2022,04:59:14 p. m.,12778,h,NHERNANDZD,TIEMPO,33,16007348,CR4290 CAMION REVOLVEDOR,
,129734710,112224,10/12/2022,04:59:48 p. m.,103459,l,NHERNANDZD,CONSUMO_OPH,200,16007385,CR4327 CAMION REVOLVEDOR,
,129734711,112226,10/12/2022,04:59:48 p. m.,15965,h,NHERNANDZD,TIEMPO,24,16007385,CR4327 CAMION REVOLVEDOR,
,129798713,118635,10/12/2022,05:00:39 p. m.,91983,l,AAVENDANO,CONSUMO_OPH,222,16008554,CR4741 CAMION REVOLVEDOR,
,129798714,118637,10/12/2022,05:00:39 p. m.,10025,h,AAVENDANO,TIEMPO,28,16008554,CR4741 CAMION REVOLVEDOR,
,129734555,129146,10/12/2022,05:00:44 p. m.,10418,l,JAGALLEGOS,CONSUMO_OPH,254,16011425,CR5587 CAMION REVOLVEDOR,
,129734556,129148,10/12/2022,05:00:44 p. m.,1000,h,JAGALLEGOS,TIEMPO,27,16011425,CR5587 CAMION REVOLVEDOR,
,129734712,112215,10/12/2022,05:01:22 p. m.,97314,l,NHERNANDZD,CONSUMO_OPH,250,16007382,CR4324 CAMION REVOLVEDOR,
,129734713,112217,10/12/2022,05:01:22 p. m.,11021.3,h,NHERNANDZD,TIEMPO,32.3,16007382,CR4324 CAMION REVOLVEDOR,
,129734714,112548,10/12/2022,05:01:51 p. m.,83925,l,NHERNANDZD,CONSUMO_OPH,180,16007493,CR4435 CAMION REVOLVEDOR,
,129734715,112550,10/12/2022,05:01:51 p. m.,11529,h,NHERNANDZD,TIEMPO,24,16007493,CR4435 CAMION REVOLVEDOR,
,129734716,122113,10/12/2022,05:02:23 p. m.,48381,l,NHERNANDZD,CONSUMO_OPH,180,16009208,CR5170 CAMION REVOLVEDOR,
,129734717,122115,10/12/2022,05:02:23 p. m.,6501.3,h,NHERNANDZD,TIEMPO,21.5,16009208,CR5170 CAMION REVOLVEDOR,
,129734718,112314,10/12/2022,05:04:05 p. m.,92790,l,NHERNANDZD,CONSUMO_OPH,190,16007415,CR4357 CAMION REVOLVEDOR,
,129734719,112316,10/12/2022,05:04:05 p. m.,12803,h,NHERNANDZD,TIEMPO,25,16007415,CR4357 CAMION REVOLVEDOR,
,129733895,94024,10/12/2022,05:10:22 p. m.,175862,l,RLUQUE,CONSUMO_OPH,280,11008044,CR4132 CAMION REVOLVEDOR,
,129733896,105103,10/12/2022,05:10:22 p. m.,17426.35,h,RLUQUE,TIEMPO,28.4,11008044,CR4132 CAMION REVOLVEDOR,
,129733897,54230,10/12/2022,05:11:10 p. m.,207050,l,RLUQUE,CONSUMO_OPH,230,16002209,CR3644 CAMION REVOLVEDOR,
,129733898,105576,10/12/2022,05:11:10 p. m.,28088,h,RLUQUE,TIEMPO,25,16002209,CR3644 CAMION REVOLVEDOR,
,129733899,51410,10/12/2022,05:11:50 p. m.,216404,l,RLUQUE,CONSUMO_OPH,190,16000936,CR3557 CAMION REVOLVEDOR,
,129734720,105548,10/12/2022,05:11:50 p. m.,34650,h,RLUQUE,TIEMPO,21,16000936,CR3557 CAMION REVOLVEDOR,
,129797873,128227,10/12/2022,05:21:29 p. m.,20619,l,INCASTRO,CONSUMO_OPH,248,16010600,CR5525 CAMION REVOLVEDOR,
,129797874,128229,10/12/2022,05:21:29 p. m.,3150,h,INCASTRO,TIEMPO,31,16010600,CR5525 CAMION REVOLVEDOR,
,129797875,115151,10/12/2022,05:22:14 p. m.,22089,l,INCASTRO,CONSUMO_OPH,90,9000340,CF9282 CARGADOR FRONTAL,
,129797876,115152,10/12/2022,05:22:14 p. m.,14155,h,INCASTRO,TIEMPO,10,9000340,CF9282 CARGADOR FRONTAL,
,129734123,124829,10/12/2022,05:33:29 p. m.,37064,l,JHUERTAGL,CONSUMO_OPH,228,16010328,CR5429 CAMION REVOLVEDOR,
,129734124,124831,10/12/2022,05:33:29 p. m.,4188,h,JHUERTAGL,TIEMPO,15,16010328,CR5429 CAMION REVOLVEDOR,
,129734125,120313,10/12/2022,05:34:32 p. m.,102715,l,JHUERTAGL,CONSUMO_OPH,200,16008957,CR5099 CAMION REVOLVEDOR,
,129734126,120315,10/12/2022,05:34:32 p. m.,11740,h,JHUERTAGL,TIEMPO,25,16008957,CR5099 CAMION REVOLVEDOR,
,129734127,51462,10/12/2022,05:35:58 p. m.,186297,l,JHUERTAGL,CONSUMO_OPH,200,16000988,CR3784 CAMION REVOLVEDOR,
,129734128,105157,10/12/2022,05:35:58 p. m.,28377,h,JHUERTAGL,TIEMPO,11,16000988,CR3784 CAMION REVOLVEDOR,
,129734129,51428,10/12/2022,05:37:16 p. m.,169105,l,JHUERTAGL,CONSUMO_OPH,192,16000954,CR3613 CAMION REVOLVEDOR,
